lemma,surface_word,seed_node_count,source_node_ids,parts_of_speech,max_degree_score,best_frequency,earliest_age_of_acquisition,mean_concreteness
blacktop,blacktop,1,blacktop::v,v,3,2.522283063522734,7.72,4.65
signpost,signpost,1,signpost::v,v,4,2.522283063522734,7.89,4.63
maul,maul,1,maul::v,v,4,2.522283063522734,10.33,4.04
grating,grating,1,grating::a,a,8,2.522283063522734,10.71,3.07
calico,calico,1,calico::a,a,3,2.522283063522734,10.75,4.04
preposition,preposition,1,preposition::n,n,18,2.522283063522734,11.5,2.32
scythe,scythe,1,scythe::v,v,3,2.522283063522734,11.87,4.29
cornea,cornea,1,cornea::n,n,66,2.522283063522734,12.0,4.86
heckle,heckle,1,heckle::v,v,5,2.522283063522734,12.17,3.23
baroque,baroque,1,baroque::n,n,29,2.522283063522734,13.54,2.62
adrenal,adrenal,1,adrenal::a,a,3,2.522283063522734,14.24,3.28
brine,brine,1,brine::v,v,3,2.522283063522734,14.25,4.24
quakers,quakers,1,quakers::n,n,16,2.522283063522734,,
rosewood,rosewood,1,rosewood::n,n,11,2.522283063522734,,4.92
approving,approving,1,approving::n,n,6,2.522283063522734,,
cortina,cortina,1,cortina::n,n,6,2.522283063522734,,
belittling,belittling,1,belittling::n,n,4,2.522283063522734,,
movable,movable,1,movable::n,n,56,2.4959541248003845,7.63,3.17
snowmobile,snowmobile,1,snowmobile::v,v,3,2.4959541248003845,8.78,4.81
bridle,bridle,1,bridle::n,n,13,2.4959541248003845,10.35,4.27
enfold,enfold,1,enfold::v,v,8,2.4959541248003845,10.35,
dutiful,dutiful,1,dutiful::a,a,6,2.4959541248003845,10.84,1.82
pirouette,pirouette,1,pirouette::v,v,5,2.4959541248003845,10.85,
pigment,pigment,1,pigment::v,v,4,2.4959541248003845,11.06,4.4
boundless,boundless,1,boundless::a,a,7,2.4959541248003845,12.05,2.0
caribou,caribou,1,caribou::n,n,19,2.4959541248003845,12.06,4.92
caricature,caricature,1,caricature::v,v,4,2.4959541248003845,12.26,3.89
azure,azure,1,azure::v,v,3,2.4959541248003845,12.54,
toggle,toggle,1,toggle::v,v,3,2.4959541248003845,12.56,3.48
affluent,affluent,1,affluent::n,n,8,2.4959541248003845,13.16,1.83
clarion,clarion,1,clarion::v,v,3,2.4959541248003845,15.5,
azimuth,azimuth,1,azimuth::n,n,13,2.4959541248003845,15.67,
claret,claret,1,claret::v,v,3,2.4959541248003845,15.67,
ashram,ashram,1,ashram::n,n,7,2.4959541248003845,16.64,
branching,branching,1,branching::n,n,118,2.4959541248003845,,2.84
carbonated,carbonated,1,carbonated::a,a,14,2.4959541248003845,,
hippocrates,hippocrates,1,hippocrates::n,n,8,2.4959541248003845,,
novocain,novocain,1,novocain::n,n,7,2.4959541248003845,,
ripen,ripen,1,ripen::v,v,12,2.4679254012001413,7.22,3.31
thimble,thimble,1,thimble::n,n,9,2.4679254012001413,8.05,5.0
foal,foal,1,foal::v,v,3,2.4679254012001413,8.44,4.32
needlework,needlework,1,needlework::n,n,18,2.4679254012001413,9.88,4.41
squeegee,squeegee,1,squeegee::v,v,3,2.4679254012001413,9.94,4.75
aimless,aimless,1,aimless::a,a,6,2.4679254012001413,10.32,1.57
aromatic,aromatic,1,aromatic::a,a,502,2.4679254012001413,11.05,3.04
trellis,trellis,1,trellis::v,v,4,2.4679254012001413,11.17,
mangle,mangle,1,mangle::v,v,3,2.4679254012001413,11.29,3.34
sonogram,sonogram,1,sonogram::n,n,13,2.4679254012001413,11.47,4.48
shill,shill,1,shill::v,v,3,2.4679254012001413,11.77,
siphon,siphon,1,siphon::v,v,7,2.4679254012001413,11.88,3.68
trowel,trowel,1,trowel::v,v,6,2.4679254012001413,12.18,4.16
yucca,yucca,1,yucca::n,n,34,2.4679254012001413,13.33,
sluice,sluice,2,sluice::n;sluice::v,n;v,11,2.4679254012001413,14.36,
lymph,lymph,1,lymph::n,n,71,2.4679254012001413,15.0,3.48
legate,legate,1,legate::n,n,3,2.4679254012001413,15.0,
staining,staining,1,staining::n,n,22,2.4679254012001413,,3.56
estonia,estonia,1,estonia::n,n,20,2.4679254012001413,,
manchu,manchu,1,manchu::n,n,19,2.4679254012001413,,
seconal,seconal,1,seconal::n,n,16,2.4679254012001413,,
dilantin,dilantin,1,dilantin::n,n,9,2.4679254012001413,,
aries,aries,1,aries::n,n,7,2.4679254012001413,,
sagittarius,sagittarius,1,sagittarius::n,n,7,2.4679254012001413,,
misrepresented,misrepresented,1,misrepresented::a,a,6,2.4679254012001413,,
dustpan,dustpan,1,dustpan::n,n,6,2.437962177822698,6.47,5.0
tusk,tusk,1,tusk::v,v,6,2.437962177822698,7.67,4.76
tentacle,tentacle,1,tentacle::n,n,7,2.437962177822698,8.65,4.46
poplar,poplar,1,poplar::n,n,29,2.437962177822698,10.27,3.78
cud,cud,1,cud::n,n,10,2.437962177822698,10.85,
heredity,heredity,1,heredity::n,n,26,2.437962177822698,11.05,1.81
tonnage,tonnage,1,tonnage::n,n,11,2.437962177822698,12.07,
bower,bower,1,bower::v,v,4,2.437962177822698,12.77,4.08
anemone,anemone,1,anemone::n,n,25,2.437962177822698,13.07,4.24
mercurochrome,mercurochrome,1,mercurochrome::n,n,9,2.437962177822698,13.5,
leastways,leastways,1,leastways::r,r,8,2.437962177822698,14.0,
gypsum,gypsum,1,gypsum::n,n,20,2.437962177822698,14.33,
informally,informally,1,informally::r,r,80,2.437962177822698,,1.64
armenia,armenia,1,armenia::n,n,36,2.437962177822698,,
franciscan,franciscan,1,franciscan::n,n,18,2.437962177822698,,
hardening,hardening,1,hardening::n,n,14,2.437962177822698,,2.96
restricting,restricting,1,restricting::a,a,12,2.437962177822698,,
soiling,soiling,1,soiling::n,n,8,2.437962177822698,,3.0
volta,volta,1,volta::n,n,8,2.437962177822698,,
luge,luge,1,luge::v,v,6,2.437962177822698,,
chrysanthemum,chrysanthemum,1,chrysanthemum::n,n,49,2.4057774944512964,8.47,4.57
pronoun,pronoun,1,pronoun::n,n,52,2.4057774944512964,8.63,2.48
fertilization,fertilization,1,fertilization::n,n,51,2.4057774944512964,9.47,3.21
talc,talc,1,talc::n,n,18,2.4057774944512964,10.25,4.32
protracted,protracted,1,protracted::a,a,10,2.4057774944512964,11.35,1.92
mesquite,mesquite,1,mesquite::n,n,18,2.4057774944512964,12.31,3.5
adagio,adagio,1,adagio::n,n,9,2.4057774944512964,12.62,
capillary,capillary,1,capillary::n,n,29,2.4057774944512964,13.17,4.29
inference,inference,1,inference::n,n,20,2.4057774944512964,13.32,1.65
enclosing,enclosing,1,enclosing::n,n,81,2.4057774944512964,,
jointly,jointly,1,jointly::r,r,27,2.4057774944512964,,2.0
odysseus,odysseus,1,odysseus::n,n,18,2.4057774944512964,,
surpassing,surpassing,1,surpassing::a,a,18,2.4057774944512964,,1.9
charybdis,charybdis,1,charybdis::n,n,10,2.4057774944512964,,
constrained,constrained,1,constrained::a,a,9,2.4057774944512964,,2.52
colosseum,colosseum,1,colosseum::n,n,8,2.4057774944512964,,
madras,madras,1,madras::n,n,8,2.4057774944512964,,
unicycle,unicycle,1,unicycle::v,v,3,2.3710153881920846,7.26,5.0
hyphen,hyphen,1,hyphen::v,v,5,2.3710153881920846,8.53,4.11
drench,drench,1,drench::v,v,6,2.3710153881920846,9.35,3.75
backstop,backstop,1,backstop::v,v,3,2.3710153881920846,9.57,4.17
callus,callus,1,callus::v,v,4,2.3710153881920846,9.88,3.27
propel,propel,1,propel::v,v,40,2.3710153881920846,10.06,2.96
geyser,geyser,1,geyser::v,v,4,2.3710153881920846,10.11,4.68
clinker,clinker,1,clinker::v,v,3,2.3710153881920846,11.43,
lighthearted,lighthearted,1,lighthearted::a,a,6,2.3710153881920846,11.8,2.0
gardenia,gardenia,1,gardenia::n,n,11,2.3710153881920846,11.94,4.88
fluctuate,fluctuate,1,fluctuate::v,v,7,2.3710153881920846,12.22,2.44
henna,henna,1,henna::v,v,4,2.3710153881920846,13.19,4.15
chlorate,chlorate,1,chlorate::n,n,3,2.3710153881920846,13.21,
mazurka,mazurka,1,mazurka::n,n,5,2.3710153881920846,13.4,
chamois,chamois,1,chamois::n,n,18,2.3710153881920846,14.5,
bodice,bodice,1,bodice::n,n,9,2.3710153881920846,14.5,4.78
cecum,cecum,1,cecum::n,n,19,2.3710153881920846,17.25,
pitted,pitted,1,pitted::a,a,25,2.3710153881920846,,3.43
lithuania,lithuania,1,lithuania::n,n,21,2.3710153881920846,,
cameroon,cameroon,1,cameroon::n,n,19,2.3710153881920846,,
decayed,decayed,1,decayed::a,a,14,2.3710153881920846,,3.63
charon,charon,1,charon::n,n,11,2.3710153881920846,,
excellently,excellently,1,excellently::r,r,9,2.3710153881920846,,1.53
galleria,galleria,1,galleria::n,n,8,2.3710153881920846,,4.07
uta,uta,1,uta::n,n,7,2.3710153881920846,,
slavic,slavic,1,slavic::a,a,4,2.3710153881920846,,
canter,canter,1,canter::v,v,3,2.3710153881920846,,3.42
hittite,hittite,1,hittite::a,a,3,2.3710153881920846,,
redness,redness,1,redness::n,n,31,2.333226827302685,6.17,4.14
alpaca,alpaca,1,alpaca::n,n,3,2.333226827302685,10.81,4.81
laminate,laminate,1,laminate::v,v,4,2.333226827302685,11.05,3.89
solidify,solidify,1,solidify::v,v,6,2.333226827302685,11.26,3.16
carbonate,carbonate,1,carbonate::v,v,4,2.333226827302685,11.7,3.43
authoritative,authoritative,1,authoritative::a,a,40,2.333226827302685,11.72,1.68
thyme,thyme,1,thyme::n,n,17,2.333226827302685,12.42,4.96
conjugate,conjugate,1,conjugate::n,n,7,2.333226827302685,12.5,2.0
pith,pith,1,pith::v,v,4,2.333226827302685,12.94,
aster,aster,1,aster::n,n,50,2.333226827302685,13.0,
fulcrum,fulcrum,1,fulcrum::n,n,16,2.333226827302685,13.21,3.86
rosin,rosin,1,rosin::v,v,3,2.333226827302685,13.44,
aggregate,aggregate,1,aggregate::v,v,3,2.333226827302685,13.67,2.14
paramecium,paramecium,1,paramecium::n,n,6,2.333226827302685,14.31,
silica,silica,1,silica::n,n,32,2.333226827302685,15.86,4.22
thorium,thorium,1,thorium::n,n,21,2.333226827302685,16.57,
chon,chon,1,chon::n,n,4,2.333226827302685,17.6,
conforming,conforming,1,conforming::a,a,66,2.333226827302685,,
bacchus,bacchus,1,bacchus::n,n,9,2.333226827302685,,
isis,isis,1,isis::n,n,9,2.333226827302685,,
pentecostal,pentecostal,2,pentecostal::a;pentecostal::n,a;n,7,2.333226827302685,,2.54
rearing,rearing,1,rearing::a,a,5,2.333226827302685,,
severing,severing,1,severing::n,n,5,2.333226827302685,,
convening,convening,1,convening::n,n,3,2.333226827302685,,
tablespoon,tablespoon,1,tablespoon::n,n,7,2.29183414214446,6.63,5.0
stencil,stencil,1,stencil::v,v,7,2.29183414214446,6.94,4.83
singsong,singsong,1,singsong::v,v,5,2.29183414214446,7.67,2.81
southeastern,southeastern,1,southeastern::a,a,571,2.29183414214446,9.58,3.52
maize,maize,1,maize::n,n,17,2.29183414214446,9.59,4.58
ornamental,ornamental,1,ornamental::n,n,406,2.29183414214446,9.74,2.7
treble,treble,1,treble::v,v,3,2.29183414214446,9.94,2.72
jackknife,jackknife,1,jackknife::v,v,9,2.29183414214446,10.06,4.33
confection,confection,1,confection::v,v,4,2.29183414214446,10.14,3.84
vermilion,vermilion,1,vermilion::v,v,4,2.29183414214446,11.85,
airbrush,airbrush,1,airbrush::v,v,3,2.29183414214446,12.06,4.45
epoxy,epoxy,1,epoxy::v,v,3,2.29183414214446,12.12,
tailback,tailback,1,tailback::n,n,3,2.29183414214446,12.42,
mimeograph,mimeograph,1,mimeograph::v,v,6,2.29183414214446,12.5,
distemper,distemper,1,distemper::v,v,3,2.29183414214446,13.83,2.35
fricassee,fricassee,1,fricassee::v,v,4,2.29183414214446,13.91,
cochineal,cochineal,1,cochineal::n,n,9,2.29183414214446,13.92,
condescension,condescension,1,condescension::n,n,12,2.29183414214446,14.07,2.3
caraway,caraway,1,caraway::n,n,27,2.29183414214446,14.33,
carnivora,carnivora,1,carnivora::n,n,5,2.29183414214446,14.55,
gastroenteritis,gastroenteritis,1,gastroenteritis::n,n,10,2.29183414214446,16.88,
arbitrage,arbitrage,2,arbitrage::n;arbitrage::v,n;v,16,2.29183414214446,17.1,
minos,minos,1,minos::n,n,16,2.29183414214446,,
pythagoras,pythagoras,1,pythagoras::n,n,12,2.29183414214446,,
artemisia,artemisia,1,artemisia::n,n,11,2.29183414214446,,
motivating,motivating,1,motivating::n,n,6,2.29183414214446,,
quaalude,quaalude,1,quaalude::n,n,6,2.29183414214446,,
harrow,harrow,1,harrow::v,v,5,2.29183414214446,,
hoya,hoya,1,hoya::n,n,5,2.29183414214446,,
dogfight,dogfight,1,dogfight::v,v,4,2.2460766515837847,8.94,4.13
combust,combust,1,combust::v,v,4,2.2460766515837847,10.61,3.52
vaquero,vaquero,1,vaquero::n,n,12,2.2460766515837847,11.33,
ribald,ribald,1,ribald::n,n,7,2.2460766515837847,11.38,
cultivation,cultivation,1,cultivation::n,n,66,2.2460766515837847,11.63,3.13
twang,twang,1,twang::v,v,4,2.2460766515837847,11.89,2.96
articulation,articulation,1,articulation::n,n,19,2.2460766515837847,12.63,2.65
grafting,grafting,1,grafting::n,n,25,2.2460766515837847,12.72,3.04
strop,strop,1,strop::v,v,3,2.2460766515837847,12.8,
censure,censure,1,censure::v,v,16,2.2460766515837847,13.0,2.44
hydrangea,hydrangea,1,hydrangea::n,n,5,2.2460766515837847,13.2,
counterweight,counterweight,1,counterweight::v,v,6,2.2460766515837847,13.22,4.0
unyielding,unyielding,1,unyielding::a,a,10,2.2460766515837847,13.47,2.7
sorghum,sorghum,1,sorghum::n,n,15,2.2460766515837847,13.92,
marauding,marauding,1,marauding::a,a,6,2.2460766515837847,14.0,2.81
totalitarian,totalitarian,1,totalitarian::n,n,10,2.2460766515837847,14.18,2.6
ionic,ionic,1,ionic::a,a,5,2.2460766515837847,14.19,2.14
acacia,acacia,1,acacia::n,n,14,2.2460766515837847,14.25,
debit,debit,1,debit::v,v,3,2.2460766515837847,14.26,3.66
balsam,balsam,1,balsam::n,n,26,2.2460766515837847,14.43,4.21
tungsten,tungsten,1,tungsten::n,n,27,2.2460766515837847,14.83,4.38
catatonia,catatonia,1,catatonia::n,n,10,2.2460766515837847,15.07,
vitriol,vitriol,1,vitriol::v,v,5,2.2460766515837847,15.29,
bulwark,bulwark,1,bulwark::v,v,3,2.2460766515837847,15.4,
emeritus,emeritus,1,emeritus::a,a,8,2.2460766515837847,16.22,
balder,balder,1,balder::n,n,20,2.2460766515837847,,3.29
digitalis,digitalis,1,digitalis::n,n,16,2.2460766515837847,,
hematocrit,hematocrit,1,hematocrit::n,n,12,2.2460766515837847,,
karat,karat,1,karat::n,n,10,2.2460766515837847,,3.64
penobscot,penobscot,1,penobscot::n,n,10,2.2460766515837847,,
abyssinia,abyssinia,1,abyssinia::n,n,9,2.2460766515837847,,
ketch,ketch,1,ketch::n,n,8,2.2460766515837847,,
leastwise,leastwise,1,leastwise::r,r,8,2.2460766515837847,,1.75
vertebrate,vertebrate,1,vertebrate::n,n,56,2.1949241291364032,10.55,4.38
gleeful,gleeful,1,gleeful::a,a,5,2.1949241291364032,10.94,2.59
tourney,tourney,1,tourney::v,v,3,2.1949241291364032,11.25,
cowhide,cowhide,1,cowhide::v,v,3,2.1949241291364032,11.44,4.76
burl,burl,1,burl::n,n,8,2.1949241291364032,11.96584,
hieroglyphic,hieroglyphic,1,hieroglyphic::a,a,4,2.1949241291364032,12.0,4.07
quickstep,quickstep,1,quickstep::v,v,3,2.1949241291364032,12.06,3.54
creditor,creditor,1,creditor::n,n,11,2.1949241291364032,12.16,3.37
pumice,pumice,1,pumice::v,v,5,2.1949241291364032,12.18,3.85
steeplechase,steeplechase,1,steeplechase::n,n,9,2.1949241291364032,12.54,
freesia,freesia,1,freesia::n,n,8,2.1949241291364032,12.82,
flintlock,flintlock,1,flintlock::n,n,8,2.1949241291364032,13.17,
worsted,worsted,1,worsted::n,n,12,2.1949241291364032,13.29,
concertina,concertina,1,concertina::v,v,4,2.1949241291364032,13.4,
tariff,tariff,1,tariff::v,v,3,2.1949241291364032,13.95,3.38
bight,bight,1,bight::v,v,3,2.1949241291364032,14.11,
ptomaine,ptomaine,1,ptomaine::n,n,8,2.1949241291364032,14.2,
hibachi,hibachi,1,hibachi::v,v,4,2.1949241291364032,14.21,4.14
semaphore,semaphore,1,semaphore::v,v,3,2.1949241291364032,14.33,
endocrine,endocrine,2,endocrine::a;endocrine::n,a;n,18,2.1949241291364032,14.44,3.07
feldspar,feldspar,1,feldspar::n,n,25,2.1949241291364032,14.82,
hollo,hollo,1,hollo::v,v,3,2.1949241291364032,15.0,
creosote,creosote,1,creosote::v,v,3,2.1949241291364032,15.07,
cantilever,cantilever,1,cantilever::v,v,3,2.1949241291364032,15.2,
erythromycin,erythromycin,1,erythromycin::n,n,10,2.1949241291364032,15.25,
dialectic,dialectic,1,dialectic::a,a,4,2.1949241291364032,16.18,
bougainvillea,bougainvillea,1,bougainvillea::n,n,10,2.1949241291364032,16.88,
islam,islam,1,islam::n,n,90,2.1949241291364032,,2.9
frey,frey,1,frey::n,n,14,2.1949241291364032,,
leda,leda,1,leda::n,n,11,2.1949241291364032,,
paiute,paiute,1,paiute::n,n,11,2.1949241291364032,,
dominica,dominica,1,dominica::n,n,7,2.1949241291364032,,
congealed,congealed,1,congealed::a,a,6,2.1949241291364032,,
lupin,lupin,1,lupin::n,n,6,2.1949241291364032,,
maori,maori,1,maori::n,n,5,2.1949241291364032,,
congregating,congregating,1,congregating::n,n,3,2.1949241291364032,,
dartboard,dartboard,1,dartboard::n,n,8,2.136932182158717,8.44,4.75
buccaneer,buccaneer,1,buccaneer::v,v,4,2.136932182158717,8.76,3.76
trill,trill,1,trill::v,v,5,2.136932182158717,9.429474,
goldenrod,goldenrod,1,goldenrod::n,n,34,2.136932182158717,10.19,4.44
tarantella,tarantella,1,tarantella::n,n,6,2.136932182158717,10.58,
convulse,convulse,1,convulse::v,v,4,2.136932182158717,11.0,3.74
sallow,sallow,1,sallow::v,v,3,2.136932182158717,11.29,
zircon,zircon,1,zircon::n,n,15,2.136932182158717,12.0,
balsa,balsa,1,balsa::n,n,11,2.136932182158717,12.0,
cask,cask,1,cask::n,n,13,2.136932182158717,13.12,
rappel,rappel,1,rappel::v,v,6,2.136932182158717,13.36,
camphor,camphor,1,camphor::n,n,23,2.136932182158717,13.44,
bolero,bolero,1,bolero::n,n,6,2.136932182158717,13.92,4.56
damask,damask,1,damask::n,n,5,2.136932182158717,14.0,
pizzicato,pizzicato,1,pizzicato::n,n,5,2.136932182158717,14.2,
impinge,impinge,1,impinge::v,v,4,2.136932182158717,14.27,
pomade,pomade,1,pomade::v,v,4,2.136932182158717,14.5,
constituent,constituent,1,constituent::n,n,65,2.136932182158717,14.94,3.12
beriberi,beriberi,1,beriberi::n,n,12,2.136932182158717,15.11,
pitchblende,pitchblende,1,pitchblende::n,n,18,2.136932182158717,16.67,
aniline,aniline,1,aniline::n,n,8,2.136932182158717,16.8,
flemish,flemish,1,flemish::n,n,33,2.136932182158717,,
pleiades,pleiades,1,pleiades::n,n,12,2.136932182158717,,
nembutal,nembutal,1,nembutal::n,n,9,2.136932182158717,,
pud,pud,1,pud::n,n,7,2.136932182158717,,
pompano,pompano,1,pompano::n,n,6,2.136932182158717,,
conceding,conceding,1,conceding::n,n,4,2.136932182158717,,
corinthian,corinthian,1,corinthian::a,a,3,2.136932182158717,,
overeat,overeat,1,overeat::v,v,19,2.0699853925281033,7.67,2.93
sidesaddle,sidesaddle,1,sidesaddle::r,r,2,2.0699853925281033,9.94,4.12
pistil,pistil,1,pistil::n,n,14,2.0699853925281033,10.31,
agonize,agonize,1,agonize::v,v,4,2.0699853925281033,11.58,1.97
chasse,chasse,1,chasse::v,v,5,2.0699853925281033,12.0,
rasp,rasp,1,rasp::v,v,3,2.0699853925281033,12.65,3.17
contemplative,contemplative,1,contemplative::n,n,5,2.0699853925281033,13.0,1.78
furrow,furrow,1,furrow::v,v,5,2.0699853925281033,13.0,
filigree,filigree,1,filigree::v,v,4,2.0699853925281033,13.06,
fluorine,fluorine,1,fluorine::n,n,24,2.0699853925281033,13.47,4.09
acetaminophen,acetaminophen,1,acetaminophen::n,n,18,2.0699853925281033,13.47,3.8
cowl,cowl,1,cowl::v,v,3,2.0699853925281033,13.53,3.96
hibiscus,hibiscus,1,hibiscus::n,n,22,2.0699853925281033,13.88,4.48
alder,alder,1,alder::n,n,8,2.0699853925281033,14.08,
ascetic,ascetic,1,ascetic::a,a,9,2.0699853925281033,14.43,
caftan,caftan,1,caftan::n,n,7,2.0699853925281033,14.5,
mastoid,mastoid,1,mastoid::a,a,3,2.0699853925281033,14.58,
glissando,glissando,1,glissando::r,r,6,2.0699853925281033,17.71,
bilirubin,bilirubin,1,bilirubin::n,n,16,2.0699853925281033,,
extinguishing,extinguishing,1,extinguishing::n,n,16,2.0699853925281033,,
tefillin,tefillin,1,tefillin::n,n,16,2.0699853925281033,,
derris,derris,1,derris::n,n,15,2.0699853925281033,,
micronesia,micronesia,1,micronesia::n,n,15,2.0699853925281033,,
galatea,galatea,1,galatea::n,n,9,2.0699853925281033,,
pitocin,pitocin,1,pitocin::n,n,9,2.0699853925281033,,
persevering,persevering,1,persevering::a,a,7,2.0699853925281033,,2.47
champaign,champaign,1,champaign::n,n,6,2.0699853925281033,,
orlon,orlon,1,orlon::n,n,6,2.0699853925281033,,
pteropus,pteropus,1,pteropus::n,n,5,2.0699853925281033,,
burundi,burundi,1,burundi::a,a,4,2.0699853925281033,,
shellac,shellac,1,shellac::v,v,4,2.0699853925281033,,4.07
toboggan,toboggan,1,toboggan::v,v,6,1.9908041464804787,10.12,4.76
daub,daub,1,daub::n,n,3,1.9908041464804787,10.17,
carbohydrate,carbohydrate,1,carbohydrate::n,n,31,1.9908041464804787,10.83,3.59
papyrus,papyrus,1,papyrus::n,n,14,1.9908041464804787,10.88,4.44
sumac,sumac,1,sumac::n,n,17,1.9908041464804787,11.14,
partiality,partiality,1,partiality::n,n,17,1.9908041464804787,11.21,1.72
begonia,begonia,1,begonia::n,n,17,1.9908041464804787,11.33,
dockyard,dockyard,1,dockyard::n,n,5,1.9908041464804787,12.0,4.55
privateer,privateer,1,privateer::n,n,9,1.9908041464804787,12.06,3.52
dovetail,dovetail,1,dovetail::v,v,5,1.9908041464804787,12.21,
rhomboid,rhomboid,1,rhomboid::a,a,6,1.9908041464804787,12.67,
cytoplasm,cytoplasm,1,cytoplasm::n,n,47,1.9908041464804787,12.69,3.64
fetlock,fetlock,1,fetlock::n,n,5,1.9908041464804787,12.75,
germanium,germanium,1,germanium::n,n,13,1.9908041464804787,12.77,
expend,expend,1,expend::v,v,5,1.9908041464804787,13.06,1.73
surfeit,surfeit,1,surfeit::v,v,5,1.9908041464804787,13.22,
isometric,isometric,1,isometric::n,n,7,1.9908041464804787,13.32,2.27
bubo,bubo,1,bubo::n,n,7,1.9908041464804787,13.5,
unflagging,unflagging,1,unflagging::a,a,13,1.9908041464804787,13.53,2.42
calcite,calcite,1,calcite::n,n,20,1.9908041464804787,14.27,
jejunum,jejunum,1,jejunum::n,n,11,1.9908041464804787,14.5,
lessee,lessee,1,lessee::n,n,5,1.9908041464804787,14.71,
melatonin,melatonin,1,melatonin::n,n,6,1.9908041464804787,15.11,4.0
autoclave,autoclave,1,autoclave::v,v,3,1.9908041464804787,15.64,
kava,kava,1,kava::n,n,7,1.9908041464804787,15.78,
harangue,harangue,1,harangue::v,v,6,1.9908041464804787,16.0,
permanganate,permanganate,1,permanganate::n,n,9,1.9908041464804787,16.13,
qatar,qatar,1,qatar::n,n,24,1.9908041464804787,,
erebus,erebus,1,erebus::n,n,13,1.9908041464804787,,
atabrine,atabrine,1,atabrine::n,n,12,1.9908041464804787,,
aeneas,aeneas,1,aeneas::n,n,10,1.9908041464804787,,
montpelier,montpelier,1,montpelier::n,n,8,1.9908041464804787,,
aba,aba,1,aba::n,n,7,1.9908041464804787,,
agal,agal,1,agal::n,n,7,1.9908041464804787,,
bevel,bevel,1,bevel::v,v,6,1.9908041464804787,,4.22
blackwood,blackwood,1,blackwood::n,n,5,1.9908041464804787,,
raglan,raglan,1,raglan::n,n,5,1.9908041464804787,,
eurydice,eurydice,1,eurydice::n,n,4,1.9908041464804787,,
rhumba,rhumba,1,rhumba::v,v,4,1.9908041464804787,,
semitic,semitic,1,semitic::a,a,3,1.9908041464804787,,
platypus,platypus,1,platypus::n,n,14,1.8938941334724222,7.71,4.83
dropkick,dropkick,1,dropkick::v,v,5,1.8938941334724222,9.06,4.41
italic,italic,1,italic::a,a,2,1.8938941334724222,9.68,3.79
crocus,crocus,1,crocus::n,n,19,1.8938941334724222,11.19,
marinade,marinade,1,marinade::v,v,4,1.8938941334724222,11.21,4.07
percussive,percussive,1,percussive::a,a,8,1.8938941334724222,11.4,2.72
rhododendron,rhododendron,1,rhododendron::n,n,17,1.8938941334724222,11.53,
allergen,allergen,1,allergen::n,n,14,1.8938941334724222,11.58,3.93
pleat,pleat,1,pleat::v,v,4,1.8938941334724222,12.0,4.62
polynomial,polynomial,1,polynomial::a,a,3,1.8938941334724222,13.0,
hasp,hasp,2,hasp::n;hasp::v,n;v,11,1.8938941334724222,13.2,
mortise,mortise,1,mortise::n,n,9,1.8938941334724222,13.31,
quadrille,quadrille,1,quadrille::n,n,5,1.8938941334724222,13.8,
hob,hob,1,hob::v,v,3,1.8938941334724222,14.0,
ergot,ergot,1,ergot::n,n,12,1.8938941334724222,14.23,
impel,impel,1,impel::v,v,5,1.8938941334724222,14.44,
fructose,fructose,1,fructose::n,n,13,1.8938941334724222,14.5,4.23
postdoctoral,postdoctoral,1,postdoctoral::n,n,8,1.8938941334724222,14.94,2.28
catalpa,catalpa,1,catalpa::n,n,9,1.8938941334724222,15.0,
tritium,tritium,1,tritium::n,n,8,1.8938941334724222,16.0,
coif,coif,1,coif::v,v,3,1.8938941334724222,16.0,
strontium,strontium,1,strontium::n,n,16,1.8938941334724222,16.3,
tantalum,tantalum,1,tantalum::n,n,13,1.8938941334724222,16.5,
collodion,collodion,1,collodion::n,n,11,1.8938941334724222,19.0,
vicuna,vicuna,1,vicuna::n,n,3,1.8938941334724222,20.0,
notched,notched,1,notched::a,a,25,1.8938941334724222,,4.11
baal,baal,1,baal::n,n,14,1.8938941334724222,,
iva,iva,1,iva::n,n,14,1.8938941334724222,,
zinnia,zinnia,1,zinnia::n,n,13,1.8938941334724222,,
canna,canna,1,canna::n,n,12,1.8938941334724222,,
darvon,darvon,1,darvon::n,n,12,1.8938941334724222,,
sulphide,sulphide,1,sulphide::n,n,12,1.8938941334724222,,
propelling,propelling,1,propelling::a,a,10,1.8938941334724222,,
equipping,equipping,1,equipping::n,n,9,1.8938941334724222,,
allspice,allspice,1,allspice::n,n,8,1.8938941334724222,,4.54
moselle,moselle,1,moselle::n,n,8,1.8938941334724222,,
rhizopus,rhizopus,1,rhizopus::n,n,8,1.8938941334724222,,
jostling,jostling,1,jostling::n,n,7,1.8938941334724222,,
reddened,reddened,1,reddened::a,a,7,1.8938941334724222,,
agapanthus,agapanthus,1,agapanthus::n,n,6,1.8938941334724222,,
armagnac,armagnac,1,armagnac::n,n,6,1.8938941334724222,,
listeria,listeria,1,listeria::n,n,4,1.8938941334724222,,
brevet,brevet,1,brevet::v,v,3,1.8938941334724222,,
toughened,toughened,1,toughened::a,a,3,1.8938941334724222,,
tableware,tableware,1,tableware::n,n,18,1.7689553968641223,7.56,4.65
hipbone,hipbone,1,hipbone::n,n,17,1.7689553968641223,7.68,4.9
